-1.100398425	-6.156096496
-1.383571277	-6.804464579
-3.361112396	-0.093818145
-1.08349908	-6.832935488
-3.99370987	-0.043776429
-4.06800674	-0.096292662
-4.917629601	0.121935107
-5.021303078	-0.113825482
-1.515438267	-7.239627717
-3.886116842	-0.090086679
-0.915956554	-5.891201153
-4.419976457	0.086067026
-3.972914978	-0.59433785
-3.917371716	-0.477236906
-4.141942384	-0.466744082
-4.378642084	-0.171675078
-4.218906576	-0.302644311
-1.750832038	-6.836624316
-4.328350052	-8.765975202
-4.15318039	-8.477108199
-4.264044068	-0.624019893
-4.433153721	-7.450594402
-5.061270825	-8.064123308
-1.363702742	-6.924440994
-4.301647002	-0.244527916
-4.412356736	-7.538261671
-3.93924292	0.655411909
-1.028393618	-6.242475307
-5.361712824	-8.252028295
-4.339688989	-0.585409553
-0.576087546	-6.969506261
-4.31647291	-0.306958037
-1.569584719	-6.630879098
-0.892964753	-6.700322557
-3.563478753	-0.041273093
-5.097732546	-8.089321916
-0.609438596	-6.932110523
-4.45173915	-7.880521869
-4.101231601	0.862156614
-4.217103995	-0.191090734
-1.496792551	-6.946855796
-4.328457654	-8.010522209
-0.081456253	-6.760705987
-4.385123248	0.510531867
-4.433948385	-7.979097928
-5.445560698	-7.833618415
-4.507141028	-7.281635143
-0.286699921	-6.711005039
-5.499166543	-7.829610857
-1.113571494	-6.304788119
-1.202535411	-7.019638206
-5.491171447	-7.822245845
-5.065373252	-7.37009972
-0.465133786	-6.274476
-1.082017793	-6.910821314
-0.063057662	-6.909552436
-3.920810009	-0.985101648
-4.301656883	-7.609923606
-4.605969062	-8.143069469
-4.137871743	-8.131498324
-4.693711913	-8.365307353
-1.249347413	-6.746758723
-4.823908676	-8.703911645
-3.947045528	-0.186940302
-0.806315389	-7.638267447
-1.349191217	-7.315345506
-5.312672909	-8.001088218
-0.563865162	-6.811988408
-4.534647159	-7.299960057
-3.623006469	-0.123263276
-0.578466974	-6.506381429
-4.122135505	-0.107022958
-4.336805921	0.358645436
-4.497486178	0.528986859
-1.030840059	-6.18101813
-1.167384916	-6.748027158
-4.193571241	0.179736434
-0.581922087	-7.200105496
-4.3951754	0.004733843
-0.534210922	-7.641818081
-3.799864382	-7.947890986
-1.787632684	-6.713316856
-1.289822704	-6.627170434
-4.04297643	0.797327256
-4.304229844	-8.177343103
-4.118193132	-0.289406207
-1.548435298	-7.180257385
-4.319728218	-8.100678241
-3.775469774	-8.209922646
-1.440051632	-6.251551004
-4.866201737	-7.317992323
-3.799067045	0.539730945
-4.104280609	0.62766375
-4.323250205	-7.36753978
-0.459203249	-7.16941102
-3.924092766	-0.622113687
-3.74283385	-0.101011824
-4.909781608	-0.118321445
-3.972723774	-0.768114944
-4.493207244	-7.121349184
-0.476287258	-7.314912854
-0.765878165	-6.036541449
-1.015277924	-6.673680943
-0.474300738	-6.940186345
-4.406907862	-8.542039196
-4.061890756	0.598322567
-4.147616623	0.739657386
-0.283258946	-7.121784231
-0.476321093	-7.010081385
-4.830956581	-8.267658889
-0.723980102	-7.669347731
-4.497195038	-0.236126802
-4.561401957	-7.183387725
-3.574458531	-0.117945476
-4.347244996	-0.101344091
0.068984302	-6.778623703
-4.135130252	0.846006406
-4.541350796	-7.712247015
-0.521926362	-6.510503711
-0.768194755	-7.491938776
-4.302748146	-7.713349111
-4.443128668	-8.488524721
-4.11136633	-8.069855983
-4.703074825	-0.729345869
-3.970887766	-8.110749688
-3.743699699	-8.147305875
-4.5344938	-7.903675242
-1.170626326	-7.602374555
-4.746098283	-8.290895723
-1.436884465	-7.12924471
-0.167172344	-6.876959164
-3.502605155	0.388062253
-0.203446118	-6.753289512
-5.101008219	-7.889509227
-4.670698491	-8.001860997
-4.104286001	-7.960103463
-5.385934936	-7.62054836
